referrer,views_total,views_unique
github.com,973,295
maplibre.org,954,479
Google,884,408
Bing,76,26
pub.dev,27,17
search.brave.com,25,14
yandex.ru,25,8
chatgpt.com,23,16
DuckDuckGo,23,11
mvnrepository.com,16,3
