referrer,views_total,views_unique
Google,1834,613
maplibre.org,1331,358
github.com,806,186
Bing,88,34
npmjs.com,73,15
chatgpt.com,51,24
cn.bing.com,49,9
wiki.openstreetmap.org,48,28
DuckDuckGo,40,20
maptiler.com,39,2
