referrer,views_total,views_unique
Google,2461,616
maplibre.org,1701,333
github.com,1231,213
Baidu,91,9
DuckDuckGo,79,13
statics.teams.cdn.office.net,64,5
Bing,54,21
staticsint.teams.cdn.office.net,54,4
chatgpt.com,52,18
wiki.openstreetmap.org,25,12
