referrer,views_total,views_unique
Google,2183,744
maplibre.org,1434,490
github.com,755,178
chatgpt.com,112,45
DuckDuckGo,102,16
Bing,99,35
wiki.openstreetmap.org,64,25
pub.dev,61,32
gitcode.com,33,1
qt.io,23,8
