referrer,views_total,views_unique
github.com,934,303
maplibre.org,856,460
Google,850,384
Bing,72,25
DuckDuckGo,41,20
search.brave.com,27,10
chatgpt.com,26,17
wiki.openstreetmap.org,20,13
mvnrepository.com,20,5
link.gitcode.com,19,2
