referrer,views_total,views_unique
github.com,1718,387
maplibre.org,1619,550
Google,1555,649
fossunited.org,145,46
Baidu,68,12
wiki.openstreetmap.org,60,23
chatgpt.com,56,14
Bing,52,25
pub.dev,49,25
claude.ai,36,3
