referrer,views_total,views_unique
maplibre.org,1720,540
Google,1441,530
github.com,577,155
Baidu,83,12
pub.dev,47,26
Bing,47,23
DuckDuckGo,37,19
chatgpt.com,35,17
doubao.com,23,2
search.brave.com,22,9
