referrer,views_total,views_unique
Google,2128,691
maplibre.org,1434,509
github.com,696,162
chatgpt.com,109,55
yandex.ru,76,13
DuckDuckGo,61,26
wiki.openstreetmap.org,42,21
cn.bing.com,42,9
Bing,34,24
pub.dev,32,25
