referrer,views_total,views_unique
Google,1859,635
maplibre.org,1088,371
github.com,908,190
Bing,104,30
chatgpt.com,76,20
DuckDuckGo,69,24
cn.bing.com,37,16
statics.teams.cdn.office.net,34,11
yandex.ru,24,4
wiki.openstreetmap.org,23,15
