time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-21 00:00:00+00:00,686,166,916,122
2024-03-22 00:00:00+00:00,569,151,766,116
2024-03-23 00:00:00+00:00,55,30,366,54
2024-03-24 00:00:00+00:00,1,1,303,42
2024-03-25 00:00:00+00:00,156,61,1053,130
2024-03-26 00:00:00+00:00,301,82,781,137
2024-03-27 00:00:00+00:00,297,59,779,125
2024-03-28 00:00:00+00:00,210,17,954,118
2024-03-29 00:00:00+00:00,85,13,735,89
2024-03-30 00:00:00+00:00,90,10,630,43
2024-03-31 00:00:00+00:00,11,4,454,52
2024-04-01 00:00:00+00:00,168,16,881,110
2024-04-02 00:00:00+00:00,503,31,960,159
2024-04-03 00:00:00+00:00,483,45,924,136
