referrer,views_total,views_unique
Google,2619,628
maplibre.org,1901,286
github.com,1065,204
Bing,98,25
cn.bing.com,67,10
ecosia.org,55,1
pub.dev,43,18
chatgpt.com,41,18
npmjs.com,40,13
docs.locationiq.com,31,3
