time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-18 00:00:00+00:00,270,92,664,217
2026-03-19 00:00:00+00:00,252,69,791,471
2026-03-20 00:00:00+00:00,210,46,1191,884
2026-03-21 00:00:00+00:00,373,83,324,120
2026-03-22 00:00:00+00:00,244,155,289,125
2026-03-23 00:00:00+00:00,331,86,702,217
2026-03-24 00:00:00+00:00,488,125,778,231
2026-03-25 00:00:00+00:00,309,72,774,250
2026-03-26 00:00:00+00:00,290,77,784,226
2026-03-27 00:00:00+00:00,709,187,2699,2041
2026-03-28 00:00:00+00:00,698,42,8143,6930
2026-03-29 00:00:00+00:00,364,90,323,123
2026-03-30 00:00:00+00:00,890,117,585,208
2026-03-31 00:00:00+00:00,553,129,737,247
