referrer,views_total,views_unique
Google,2417,755
maplibre.org,1963,896
github.com,842,185
yandex.ru,164,13
chatgpt.com,136,66
Bing,45,14
DuckDuckGo,43,22
search.brave.com,33,12
wiki.openstreetmap.org,31,22
pub.dev,30,23
