url_path,views_total,views_unique
/maplibre/maplibre-native,2139,1238
/maplibre/maplibre-gl-native,880,2
/maplibre/maplibre-native/releases,507,171
/maplibre/maplibre-native/issues,496,142
/maplibre/maplibre-native/pulls,180,52
/maplibre/maplibre-native/tree/main/platform/android,119,79
/maplibre/maplibre-native/tree/main/platform,106,65
/maplibre/maplibre-native/tree/main,86,50
/maplibre/maplibre-native/tags,77,20
/maplibre/maplibre-native/tree/main/platform/android/MapLibreAndroidTestApp,73,51
