referrer,views_total,views_unique
github.com,1095,292
maplibre.org,960,518
Google,799,412
Bing,58,36
DuckDuckGo,56,22
chatgpt.com,36,22
wiki.openstreetmap.org,23,13
search.brave.com,20,8
Baidu,19,9
mvnrepository.com,14,5
