referrer,views_total,views_unique
Google,1770,604
maplibre.org,1769,643
github.com,804,180
Baidu,135,18
DuckDuckGo,73,23
bgithub.xyz,60,1
Bing,48,29
xiaopeng.feishu.cn,48,1
search.brave.com,39,12
pub.dev,36,26
