time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,966,310,764,286
2026-04-21 00:00:00+00:00,1456,470,827,231
2026-04-22 00:00:00+00:00,1835,371,697,225
2026-04-23 00:00:00+00:00,982,209,784,214
2026-04-24 00:00:00+00:00,1039,248,566,200
2026-04-25 00:00:00+00:00,459,164,318,104
2026-04-26 00:00:00+00:00,309,73,292,110
2026-04-27 00:00:00+00:00,1009,187,628,204
2026-04-28 00:00:00+00:00,1623,548,646,186
2026-04-29 00:00:00+00:00,1005,595,681,210
2026-04-30 00:00:00+00:00,553,246,377,162
2026-05-01 00:00:00+00:00,370,117,392,135
2026-05-02 00:00:00+00:00,387,154,251,112
2026-05-03 00:00:00+00:00,1403,366,253,113
