referrer,views_total,views_unique
Google,2124,388
maplibre.org,1516,196
github.com,1041,165
DuckDuckGo,96,18
qiita.com,41,6
npmjs.com,35,7
l.workplace.com,35,1
Bing,31,10
search.brave.com,18,4
Baidu,13,2
