referrer,views_total,views_unique
Google,2050,450
maplibre.org,1725,242
github.com,1704,193
DuckDuckGo,77,14
npmjs.com,69,12
iwiki.woa.com,63,4
Bing,57,19
cn.bing.com,37,11
wiki.openstreetmap.org,29,9
medium.com,22,3
