referrer,views_total,views_unique
github.com,1405,366
maplibre.org,1152,546
Google,929,396
Bing,69,23
DuckDuckGo,36,18
search.brave.com,31,12
mvnrepository.com,22,7
wiki.openstreetmap.org,21,10
chatgpt.com,18,12
Baidu,14,9
