time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,351,87,1098,237
2025-09-30 00:00:00+00:00,642,110,1112,255
2025-10-01 00:00:00+00:00,601,93,755,206
2025-10-02 00:00:00+00:00,858,88,815,190
2025-10-03 00:00:00+00:00,654,79,639,186
2025-10-04 00:00:00+00:00,231,53,312,130
2025-10-05 00:00:00+00:00,326,79,317,120
2025-10-06 00:00:00+00:00,342,68,867,238
2025-10-07 00:00:00+00:00,203,51,848,240
2025-10-08 00:00:00+00:00,550,74,1033,266
2025-10-09 00:00:00+00:00,385,97,1113,323
2025-10-10 00:00:00+00:00,325,72,853,271
2025-10-11 00:00:00+00:00,104,63,593,142
2025-10-12 00:00:00+00:00,115,54,478,138
