referrer,views_total,views_unique
Google,859,242
maplibre.org,564,199
github.com,186,72
yandex.ru,115,8
chatgpt.com,60,30
gitverse.ru,27,2
Bing,21,13
pub.dev,17,11
DuckDuckGo,12,8
npmjs.com,12,3
