referrer,views_total,views_unique
github.com,981,295
maplibre.org,956,481
Google,858,401
Bing,73,22
pub.dev,31,18
search.brave.com,25,14
yandex.ru,24,7
chatgpt.com,22,16
mvnrepository.com,16,3
DuckDuckGo,14,10
