referrer,views_total,views_unique
Google,1389,573
github.com,1368,369
maplibre.org,1242,465
Bing,59,28
DuckDuckGo,46,23
pub.dev,35,21
Baidu,30,6
chatgpt.com,27,12
wiki.openstreetmap.org,26,19
search.brave.com,26,10
