referrer,views_total,views_unique
github.com,1116,323
maplibre.org,954,495
Google,806,411
Bing,80,24
chatgpt.com,31,19
pub.dev,31,16
search.brave.com,26,16
yandex.ru,22,8
DuckDuckGo,18,11
Baidu,9,7
