referrer,views_total,views_unique
Google,2549,829
maplibre.org,1705,650
github.com,736,201
chatgpt.com,159,76
yandex.ru,97,14
Bing,59,27
cn.bing.com,55,15
DuckDuckGo,52,17
pub.dev,43,35
wiki.openstreetmap.org,38,19
