url_path,views_total,views_unique
/maplibre/maplibre-native,1600,752
/maplibre/maplibre-native/issues,533,146
/maplibre/maplibre-native/blob/main/platform/android/README.md,437,107
/maplibre/maplibre-native/pulls,396,65
/maplibre/maplibre-native/releases,358,124
/maplibre/maplibre-native/blob/main/platform/ios/README.md,271,61
/maplibre/maplibre-native/tree/main/platform,270,81
/maplibre/maplibre-native/tree/main/platform/android,231,70
/maplibre/maplibre-native/blob/main/platform/windows/README.md,207,61
/maplibre/maplibre-native/tree/main,136,59
