time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-13 00:00:00+00:00,109,43,328,99
2025-09-14 00:00:00+00:00,96,34,227,87
2025-09-15 00:00:00+00:00,241,73,976,250
2025-09-16 00:00:00+00:00,825,141,1167,273
2025-09-17 00:00:00+00:00,882,153,1263,232
2025-09-18 00:00:00+00:00,1078,136,1098,247
2025-09-19 00:00:00+00:00,665,123,745,213
2025-09-20 00:00:00+00:00,435,89,346,108
2025-09-21 00:00:00+00:00,203,94,401,111
2025-09-22 00:00:00+00:00,582,122,979,251
2025-09-23 00:00:00+00:00,464,73,1002,241
2025-09-24 00:00:00+00:00,236,88,633,228
2025-09-25 00:00:00+00:00,210,68,851,249
2025-09-26 00:00:00+00:00,527,65,1038,245
