referrer,views_total,views_unique
Google,1804,595
maplibre.org,1415,379
github.com,736,186
Bing,83,29
npmjs.com,72,15
wiki.openstreetmap.org,48,27
chatgpt.com,47,21
DuckDuckGo,45,22
teams.microsoft.com,33,2
cn.bing.com,27,7
