referrer,views_total,views_unique
github.com,983,321
maplibre.org,977,480
Google,886,434
pub.dev,61,18
Bing,46,29
chatgpt.com,31,21
DuckDuckGo,19,9
mvnrepository.com,17,4
search.brave.com,16,10
yandex.ru,11,8
