referrer,views_total,views_unique
maplibre.org,1765,625
Google,1755,669
github.com,818,189
chatgpt.com,131,22
Bing,100,28
Baidu,81,14
bgithub.xyz,66,2
search.brave.com,52,12
DuckDuckGo,50,26
pub.dev,38,26
