referrer,views_total,views_unique
Google,2348,450
github.com,1610,192
maplibre.org,1586,254
wiki.openstreetmap.org,72,17
Bing,67,20
DuckDuckGo,65,7
iwiki.woa.com,63,4
npmjs.com,43,14
search.brave.com,18,3
medium.com,16,3
