referrer,views_total,views_unique
Google,3080,428
maplibre.org,1848,257
github.com,1325,193
DuckDuckGo,87,17
wiki.52north.org,82,7
cn.bing.com,47,7
forums.developer.apple.com,44,14
npmjs.com,39,12
Bing,20,13
github-wiki-see.page,19,1
