referrer,views_total,views_unique
Google,2283,712
maplibre.org,1302,467
github.com,663,186
chatgpt.com,81,48
pub.dev,74,30
qt.io,72,38
ecosia.org,64,2
bgithub.xyz,59,1
Bing,55,26
DuckDuckGo,55,23
