referrer,views_total,views_unique
Google,1889,687
maplibre.org,1230,326
github.com,864,192
Bing,93,29
DuckDuckGo,87,37
chatgpt.com,56,22
wiki.openstreetmap.org,33,18
gitlab.com,33,1
pub.dev,30,11
Baidu,24,10
