referrer,views_total,views_unique
Google,2271,717
maplibre.org,1275,491
github.com,710,194
DuckDuckGo,96,18
chatgpt.com,95,52
ecosia.org,64,2
Bing,60,33
pub.dev,58,31
wiki.openstreetmap.org,55,23
qt.io,26,14
