referrer,views_total,views_unique
github.com,1209,330
Google,1147,471
maplibre.org,1138,474
DuckDuckGo,108,25
Bing,93,29
pub.dev,36,18
chatgpt.com,29,26
wiki.openstreetmap.org,23,15
statics.teams.cdn.office.net,15,8
medium.com,14,3
