referrer,views_total,views_unique
github.com,1162,328
maplibre.org,1077,552
Google,806,444
Bing,92,32
chatgpt.com,39,22
DuckDuckGo,34,14
search.brave.com,28,15
pub.dev,25,20
Baidu,15,7
mvnrepository.com,12,3
