time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,85,43,889,239
2025-09-10 00:00:00+00:00,281,58,792,231
2025-09-11 00:00:00+00:00,557,61,959,242
2025-09-12 00:00:00+00:00,440,72,768,209
2025-09-13 00:00:00+00:00,109,43,328,99
2025-09-14 00:00:00+00:00,96,34,227,87
2025-09-15 00:00:00+00:00,241,73,976,250
2025-09-16 00:00:00+00:00,825,141,1167,273
2025-09-17 00:00:00+00:00,882,153,1263,232
2025-09-18 00:00:00+00:00,1078,136,1098,247
2025-09-19 00:00:00+00:00,665,123,745,213
2025-09-20 00:00:00+00:00,435,89,346,108
2025-09-21 00:00:00+00:00,203,94,401,111
2025-09-22 00:00:00+00:00,504,114,944,246
