referrer,views_total,views_unique
Google,1931,659
maplibre.org,1151,379
github.com,923,191
Bing,108,31
chatgpt.com,79,22
DuckDuckGo,71,24
statics.teams.cdn.office.net,39,12
cn.bing.com,38,16
staticsint.teams.cdn.office.net,25,4
yandex.ru,24,4
