referrer,views_total,views_unique
Google,2275,399
maplibre.org,1297,192
github.com,1229,135
npmjs.com,67,12
wiki.52north.org,64,3
DuckDuckGo,62,19
Bing,29,12
chat.openai.com,20,2
pub.dev,18,6
cn.bing.com,13,5
