time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-31 00:00:00+00:00,214,58,759,210
2025-04-01 00:00:00+00:00,487,94,955,237
2025-04-02 00:00:00+00:00,421,72,1107,259
2025-04-03 00:00:00+00:00,161,64,1051,241
2025-04-04 00:00:00+00:00,165,47,622,184
2025-04-05 00:00:00+00:00,133,28,382,113
2025-04-06 00:00:00+00:00,66,26,408,104
2025-04-07 00:00:00+00:00,250,55,887,243
2025-04-08 00:00:00+00:00,285,43,761,233
2025-04-09 00:00:00+00:00,378,45,1315,289
2025-04-10 00:00:00+00:00,834,59,1174,284
2025-04-11 00:00:00+00:00,768,53,1127,242
2025-04-12 00:00:00+00:00,258,77,266,94
2025-04-13 00:00:00+00:00,465,36,488,91
