referrer,views_total,views_unique
Google,2301,707
maplibre.org,1292,385
github.com,751,190
Bing,114,35
chatgpt.com,71,22
wiki.openstreetmap.org,70,31
DuckDuckGo,69,26
gitcode.com,48,1
cn.bing.com,45,14
npmjs.com,42,13
