referrer,views_total,views_unique
Google,1864,696
maplibre.org,1498,628
github.com,1434,302
Bing,107,40
Baidu,79,21
DuckDuckGo,59,26
wiki.openstreetmap.org,48,25
search.brave.com,38,16
statics.teams.cdn.office.net,28,10
pub.dev,26,20
