referrer,views_total,views_unique
Google,2613,524
maplibre.org,1607,260
github.com,1402,192
DuckDuckGo,73,17
Bing,66,22
wiki.openstreetmap.org,55,17
search.brave.com,47,7
npmjs.com,30,11
pub.dev,27,10
com.google.android.gm,27,6
