time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,997,301,418,189
2026-06-30 00:00:00+00:00,924,265,596,207
2026-07-01 00:00:00+00:00,866,338,484,198
2026-07-02 00:00:00+00:00,369,184,384,180
2026-07-03 00:00:00+00:00,2629,144,511,225
2026-07-04 00:00:00+00:00,384,110,298,138
2026-07-05 00:00:00+00:00,753,111,249,126
2026-07-06 00:00:00+00:00,919,273,571,191
2026-07-07 00:00:00+00:00,1806,385,643,229
2026-07-08 00:00:00+00:00,2412,377,637,280
2026-07-09 00:00:00+00:00,2702,347,595,248
2026-07-10 00:00:00+00:00,1782,273,641,212
2026-07-11 00:00:00+00:00,1534,138,438,158
2026-07-12 00:00:00+00:00,6769,262,285,130
