referrer,views_total,views_unique
github.com,1040,299
Google,850,407
maplibre.org,842,464
Bing,70,33
DuckDuckGo,49,22
wiki.openstreetmap.org,29,15
chatgpt.com,28,17
search.brave.com,26,8
mvnrepository.com,17,4
Baidu,14,8
