time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,1534,569,763,255
2026-09-04 00:00:00+00:00,3513,539,735,226
2026-09-05 00:00:00+00:00,1271,619,401,166
2026-09-06 00:00:00+00:00,9355,381,554,190
2026-09-07 00:00:00+00:00,13703,296,814,253
2026-09-08 00:00:00+00:00,3769,707,960,303
2026-09-09 00:00:00+00:00,2067,341,982,389
2026-09-10 00:00:00+00:00,2535,409,808,241
2026-09-11 00:00:00+00:00,1784,506,731,249
2026-09-12 00:00:00+00:00,1804,395,376,157
2026-09-13 00:00:00+00:00,1252,357,333,149
2026-09-14 00:00:00+00:00,1709,435,696,262
2026-09-15 00:00:00+00:00,1253,524,845,286
2026-09-16 00:00:00+00:00,2635,349,478,242
