time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,1042,159,14,5
2025-02-06 00:00:00+00:00,1052,165,8,6
2025-02-07 00:00:00+00:00,1230,194,7,6
2025-02-08 00:00:00+00:00,351,75,16,2
2025-02-09 00:00:00+00:00,95,62,1,1
2025-02-10 00:00:00+00:00,988,188,42,15
2025-02-11 00:00:00+00:00,880,187,17,9
2025-02-12 00:00:00+00:00,1045,175,18,8
2025-02-13 00:00:00+00:00,1188,184,47,7
2025-02-14 00:00:00+00:00,1008,188,3,1
2025-02-15 00:00:00+00:00,209,74,3,1
2025-02-16 00:00:00+00:00,137,80,2,2
2025-02-17 00:00:00+00:00,917,194,11,7
2025-02-18 00:00:00+00:00,908,185,42,10
