time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-14 00:00:00+00:00,3589,798,16,9
2026-08-15 00:00:00+00:00,1815,500,3,3
2026-08-16 00:00:00+00:00,1694,454,4,3
2026-08-17 00:00:00+00:00,3754,750,8,8
2026-08-18 00:00:00+00:00,4540,756,6,3
2026-08-19 00:00:00+00:00,4134,770,20,5
2026-08-20 00:00:00+00:00,4603,779,18,9
2026-08-21 00:00:00+00:00,4001,743,8,6
2026-08-22 00:00:00+00:00,2363,483,5,5
2026-08-23 00:00:00+00:00,2139,513,4,4
2026-08-24 00:00:00+00:00,4216,820,35,14
2026-08-25 00:00:00+00:00,4826,914,22,7
2026-08-26 00:00:00+00:00,4318,837,1,1
2026-08-27 00:00:00+00:00,4234,769,5,5
