referrer,views_total,views_unique
Google,29,21
swiftpackageindex.com,13,1
github.com,12,10
chatgpt.com,6,3
bitbucket.org,3,1
DuckDuckGo,1,1
docs.atrius.com,1,1
maplibre.org,1,1
