time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-05 00:00:00+00:00,50,28,15.0,4.0
2024-05-06 00:00:00+00:00,342,123,20.0,8.0
2024-05-07 00:00:00+00:00,401,136,38.0,11.0
2024-05-08 00:00:00+00:00,498,163,14.0,7.0
2024-05-09 00:00:00+00:00,306,124,16.0,7.0
2024-05-10 00:00:00+00:00,322,112,40.0,9.0
2024-05-11 00:00:00+00:00,41,31,13.0,4.0
2024-05-12 00:00:00+00:00,62,36,,
2024-05-13 00:00:00+00:00,399,139,34.0,11.0
2024-05-14 00:00:00+00:00,391,149,33.0,9.0
2024-05-15 00:00:00+00:00,403,120,22.0,7.0
2024-05-16 00:00:00+00:00,367,138,41.0,11.0
2024-05-17 00:00:00+00:00,433,125,26.0,5.0
2024-05-18 00:00:00+00:00,52,34,4.0,3.0
