url_path,views_total,views_unique
/maplibre/maplibre-gl-native-distribution,110,80
/maplibre/maplibre-gl-native-distribution/releases,35,15
/maplibre/maplibre-gl-native-distribution/tags,16,6
/maplibre/maplibre-gl-native-distribution/blob/main/Package.swift,9,5
/maplibre/maplibre-gl-native-distribution/issues,8,5
/maplibre/maplibre-gl-native-distribution/releases/tag/6.18.0,6,4
/maplibre/maplibre-gl-native-distribution/issues/8,4,4
/maplibre/maplibre-gl-native-distribution/issues/4,3,3
/maplibre/maplibre-gl-native-distribution/blob/main/README.md,3,2
/maplibre/maplibre-gl-native-distribution/pulls,3,2
