referrer,views_total,views_unique
Google,56,25
github.com,37,15
docs.maptiler.com,13,7
Bing,12,3
forums.swift.org,4,2
swiftpackageindex.com,3,1
jianshu.com,2,1
yandex.ru,1,1
dev.amazonlocation.services,1,1
npmjs.com,1,1
