referrer,views_total,views_unique
Google,36,16
github.com,25,7
docs.maptiler.com,16,4
swiftpackageindex.com,7,6
maplibre.org,6,4
chatgpt.com,6,2
Baidu,2,1
gallimaps.com,2,1
forums.swift.org,1,1
