time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-21 00:00:00+00:00,171,74,28,14
2024-11-22 00:00:00+00:00,198,75,12,5
2024-11-23 00:00:00+00:00,64,24,17,5
2024-11-24 00:00:00+00:00,32,18,12,1
2024-11-25 00:00:00+00:00,227,90,32,10
2024-11-26 00:00:00+00:00,236,91,22,9
2024-11-27 00:00:00+00:00,278,86,11,4
2024-11-28 00:00:00+00:00,373,83,18,12
2024-11-29 00:00:00+00:00,251,81,7,2
2024-11-30 00:00:00+00:00,35,23,7,1
2024-12-01 00:00:00+00:00,50,26,13,7
2024-12-02 00:00:00+00:00,530,103,21,6
2024-12-03 00:00:00+00:00,527,96,12,7
2024-12-04 00:00:00+00:00,426,86,55,11
