time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-19 00:00:00+00:00,2295,400,27,9
2026-01-20 00:00:00+00:00,2824,429,14,10
2026-01-21 00:00:00+00:00,2992,415,12,6
2026-01-22 00:00:00+00:00,3282,393,12,4
2026-01-23 00:00:00+00:00,3026,385,29,8
2026-01-24 00:00:00+00:00,1385,182,20,7
2026-01-25 00:00:00+00:00,1308,143,6,3
2026-01-26 00:00:00+00:00,3017,392,26,12
2026-01-27 00:00:00+00:00,3009,397,24,11
2026-01-28 00:00:00+00:00,4662,392,15,10
2026-01-29 00:00:00+00:00,4179,392,22,10
2026-01-30 00:00:00+00:00,4243,341,26,11
2026-01-31 00:00:00+00:00,2301,199,10,6
2026-02-01 00:00:00+00:00,2239,169,11,6
