url_path,views_total,views_unique
/maplibre/maplibre-gl-native-distribution,143,86
/maplibre/maplibre-gl-native-distribution/releases,38,22
/maplibre/maplibre-gl-native-distribution/blob/main/Package.swift,12,9
/maplibre/maplibre-gl-native-distribution/releases/tag/6.13.0,8,7
/maplibre/maplibre-gl-native-distribution/issues,8,5
/maplibre/maplibre-gl-native-distribution/pulls,5,5
/maplibre/maplibre-gl-native-distribution/tags,5,3
/maplibre/maplibre-gl-native-distribution/actions/workflows/release.yml,5,1
/maplibre/maplibre-gl-native-distribution/issues/8,4,4
/maplibre/maplibre-gl-native-distribution/tree/main/MapLibreTest.playground,4,4
