time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-01 00:00:00+00:00,206,100,12,3
2024-04-02 00:00:00+00:00,456,158,18,10
2024-04-03 00:00:00+00:00,443,164,37,11
2024-04-04 00:00:00+00:00,407,133,9,7
2024-04-05 00:00:00+00:00,435,145,25,6
2024-04-06 00:00:00+00:00,64,30,15,6
2024-04-07 00:00:00+00:00,62,34,13,3
2024-04-08 00:00:00+00:00,426,165,31,10
2024-04-09 00:00:00+00:00,455,151,26,10
2024-04-10 00:00:00+00:00,399,140,5,5
2024-04-11 00:00:00+00:00,492,155,4,2
2024-04-12 00:00:00+00:00,503,149,27,9
2024-04-13 00:00:00+00:00,40,30,3,2
2024-04-14 00:00:00+00:00,33,28,32,6
