referrer,views_total,views_unique
Google,62,28
maplibre.org,15,6
swiftpackageindex.com,12,7
docs.maptiler.com,12,4
github.com,5,3
chatgpt.com,4,2
Baidu,3,2
app.bitrise.io,3,1
yandex.ru,2,2
iosexample.com,1,1
