referrer,views_total,views_unique
swiftpackageindex.com,34,7
Google,30,20
docs.maptiler.com,7,4
map-service.mapxus.com,4,1
chatgpt.com,4,1
github.com,3,3
search.brave.com,1,1
DuckDuckGo,1,1
roblabs.com,1,1
