time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-28 00:00:00+00:00,43,21,8,6
2024-09-29 00:00:00+00:00,32,16,6,2
2024-09-30 00:00:00+00:00,230,82,15,7
2024-10-01 00:00:00+00:00,176,74,36,8
2024-10-02 00:00:00+00:00,189,71,6,4
2024-10-03 00:00:00+00:00,159,78,10,7
2024-10-04 00:00:00+00:00,165,60,6,3
2024-10-05 00:00:00+00:00,36,21,4,2
2024-10-06 00:00:00+00:00,30,16,15,6
2024-10-07 00:00:00+00:00,206,84,17,7
2024-10-08 00:00:00+00:00,208,88,2,2
2024-10-09 00:00:00+00:00,260,67,17,9
2024-10-10 00:00:00+00:00,242,95,13,10
2024-10-11 00:00:00+00:00,145,54,19,10
