time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-03 00:00:00+00:00,527,96,12,7
2024-12-04 00:00:00+00:00,501,93,58,12
2024-12-05 00:00:00+00:00,478,73,35,5
2024-12-06 00:00:00+00:00,527,74,4,3
2024-12-07 00:00:00+00:00,220,19,25,5
2024-12-08 00:00:00+00:00,150,41,7,4
2024-12-09 00:00:00+00:00,497,80,19,6
2024-12-10 00:00:00+00:00,494,90,27,7
2024-12-11 00:00:00+00:00,446,89,15,8
2024-12-12 00:00:00+00:00,718,109,9,8
2024-12-13 00:00:00+00:00,498,95,4,3
2024-12-14 00:00:00+00:00,117,28,6,3
2024-12-15 00:00:00+00:00,119,40,1,1
2024-12-16 00:00:00+00:00,453,95,63,7
