referrer,views_total,views_unique
Google,49,29
chatgpt.com,41,24
github.com,10,7
docs.maptiler.com,4,1
swiftpackageindex.com,2,2
maplibre.org,2,2
map-service.mapxus.com,2,1
developer.apple.com,1,1
Bing,1,1
gallimaps.com,1,1
